Title,URL,Section,Time,Meta_HTML,Image
Oak Bathroom Storage Cabinet,https://newhaven.craigslist.org/fuo/d/oak-bathroom-storage-cabinet/6354595705.html,CT - Furniture,2017-10-25 13:34,"<span class=""result-meta"">
                <span class=""result-price"">$35</span>


                <span class=""result-hood""> (Shelton)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6354595705"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",http://pictaram.today/post/1588071282535283001_5754592301
table and chair set,https://newhaven.craigslist.org/fuo/d/table-and-chair-set/6360540587.html,CT - Furniture,2017-10-25 13:21,"<span class=""result-meta"">
                <span class=""result-price"">$700</span>


                <span class=""result-hood""> (westport, ct)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6360540587"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",http://pictaram.today/post/1588071282535283001_5754592301
"Loveseat, dresser, chsirs white desk",https://newhaven.craigslist.org/fuo/d/loveseat-dresser-chsirs-white/6338639709.html,CT - Furniture,2017-10-25 13:18,"<span class=""result-meta"">


                <span class=""result-hood""> (Orange)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6338639709"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",http://pictaram.today/post/1588071282535283001_5754592301
"Many, many filing cabinets!",https://newhaven.craigslist.org/fuo/d/many-many-filing-cabinets/6360524959.html,CT - Furniture,2017-10-25 13:12,"<span class=""result-meta"">


                <span class=""result-hood""> (Newtown, CT)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6360524959"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",http://pictaram.today/post/1588071282535283001_5754592301
Sectional Couch for Sale,https://newhaven.craigslist.org/fuo/d/sectional-couch-for-sale/6360517967.html,CT - Furniture,2017-10-25 13:08,"<span class=""result-meta"">
                <span class=""result-price"">$500</span>


                <span class=""result-hood""> (Branford, Ct)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6360517967"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",http://pictaram.today/post/1588071282535283001_5754592301
(2) Gently used conference room tables,https://newhaven.craigslist.org/fuo/d/2-gently-used-conference-room/6360517972.html,CT - Furniture,2017-10-25 13:08,"<span class=""result-meta"">
                <span class=""result-price"">$450</span>


                <span class=""result-hood""> (NEWTOWN, CT)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6360517972"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",http://pictaram.today/post/1588071282535283001_5754592301
MUST SELL- Table/Desk Distressed wood,https://newhaven.craigslist.org/fuo/d/must-sell-table-desk/6360517922.html,CT - Furniture,2017-10-25 13:08,"<span class=""result-meta"">



                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6360517922"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",http://pictaram.today/post/1588071282535283001_5754592301
Refrigerator - very clean almost new never store produce and meat,https://newhaven.craigslist.org/fuo/d/refrigerator-very-clean/6360514256.html,CT - Furniture,2017-10-25 13:06,"<span class=""result-meta"">
                <span class=""result-price"">$125</span>


                <span class=""result-hood""> (Barkhamsted)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6360514256"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",http://pictaram.today/post/1588071282535283001_5754592301
Ethan Allen,https://newhaven.craigslist.org/fuo/d/ethan-allen/6323759407.html,CT - Furniture,2017-10-25 13:04,"<span class=""result-meta"">
                <span class=""result-price"">$500</span>


                <span class=""result-hood""> (Bethany)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6323759407"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",http://pictaram.today/post/1588071282535283001_5754592301
"Solid oak dining table set (6 chairs, extendable table)",https://newhaven.craigslist.org/fuo/d/solid-oak-dining-table-set-6/6360508428.html,CT - Furniture,2017-10-25 13:02,"<span class=""result-meta"">
                <span class=""result-price"">$148</span>


                <span class=""result-hood""> (woodbridge)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6360508428"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",http://pictaram.today/post/1588071282535283001_5754592301
