URL,Raw,Title
https://newyork.craigslist.org/que/fuo/d/2-early-american-pine-wood/6337458512.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",2 Early American Pine Wood Chairs with Wicker Seat
https://newyork.craigslist.org/brk/fuo/d/sectional-wottoman/6357378366.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",___ Sectional w\Ottoman _______
https://newyork.craigslist.org/mnh/fuo/d/several-fiddle-leaf-ficus/6357431057.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Several Fiddle Leaf Ficus Plants (3 left)
https://newyork.craigslist.org/fct/fuo/d/king-size-headboard-footboard/6357431027.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",King size headboard/footboard plus frame
https://newyork.craigslist.org/fct/fuo/d/file-cabinet-for-large-prints/6321493552.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",File Cabinet for large prints - 16 slots
https://newyork.craigslist.org/mnh/fuo/d/household-items-free/6357430967.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Household items free
https://newyork.craigslist.org/que/fuo/d/magnificent-double-armoire/6352221199.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",MAGNIFICENT DOUBLE ARMOIRE
https://newyork.craigslist.org/mnh/fuo/d/office-chairs-for-sale/6357414046.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",OFFICE CHAIRS FOR SALE
https://newyork.craigslist.org/fct/fuo/d/display-hutch-reduced-for/6321490214.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Display Hutch  ~ Reduced for Quick Sale!
https://newyork.craigslist.org/fct/fuo/d/gorgeous-square-marble-table/6321490357.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Gorgeous Square Marble Table ** reduced for quick sale
https://newyork.craigslist.org/brx/fuo/d/double-dinning-chairs-1500/6341700382.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",DOUBLE DINNING CHAIRS $15.00 EACH
https://newyork.craigslist.org/brk/fuo/d/glass-table-desk-and-ikea/6357430215.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Glass Table/Desk and Ikea Nightstand
https://newyork.craigslist.org/mnh/fuo/d/dark-blue-wool-rugthick/6357430078.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>","dark blue wool rug 96"" x 67""  thick  really like new, clean"
https://newyork.craigslist.org/brx/fuo/d/double-dinning-chairs-1500/6336341963.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",DOUBLE DINNING CHAIRS $15.00 EACH
https://newyork.craigslist.org/brx/fuo/d/center-piece-candle-holder/6323076148.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",CENTER PIECE CANDLE HOLDER
https://newyork.craigslist.org/mnh/fuo/d/cloud-people-rug-capel/6353720456.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Cloud people rug (Capel)
https://newyork.craigslist.org/brx/fuo/d/wireless-telephone/6333572794.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",WIRELESS TELEPHONE
https://newyork.craigslist.org/mnh/fuo/d/full-size-bedframe-and-slats/6357428532.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Full Size Bedframe and slats included
https://newyork.craigslist.org/mnh/fuo/d/henredon-sofa-orig5500/6322932855.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>","Henredon sofa orig.$5,500 further reduced to $795"
https://newyork.craigslist.org/brx/fuo/d/center-piece-candle-holder/6350908115.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",CENTER PIECE CANDLE HOLDER
https://newyork.craigslist.org/mnh/fuo/d/crate-and-barrel-clairemont/6357427572.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Crate and Barrel Clairemont Coffee Table
https://newyork.craigslist.org/brk/fuo/d/4-dining-table-chair-black/6349633239.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",4 dining table chair black metal
https://newyork.craigslist.org/que/fuo/d/ikea-pax-wardrobewhd/6357427176.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>","Ikea Pax wardrobe 39 3/8""w x 79 3/8""h x 25 1/8""d"
https://newyork.craigslist.org/brk/fuo/d/ikea-nightstand-and-glass/6357426850.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Ikea Nightstand and Glass Tabke/Desk
https://newyork.craigslist.org/brx/fuo/d/antiqie-wooden-clock/6346956962.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",ANTIQIE WOODEN CLOCK
