URL,Meta_HTML,Section,Time,Title
https://newyork.craigslist.org/brk/atq/d/vintage-wicker-rocking-chair/6359182960.html,"<span class=""result-meta"">
                <span class=""result-price"">$20</span>


                <span class=""result-hood""> (Brooklyn)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6359182960"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",<200 https://newyork.craigslist.org/d/antiques/search/ata>,2017-10-24 13:46,Vintage Wicker Rocking Chair
https://newyork.craigslist.org/que/atq/d/antique-clock-movement-insert/6331026151.html,"<span class=""result-meta"">
                <span class=""result-price"">$45</span>


                <span class=""result-hood""> (kew gardens queens)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6331026151"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",<200 https://newyork.craigslist.org/d/antiques/search/ata>,2017-10-24 13:44,"antique clock movement (insert) working, new haven conn. u.s.a"
https://newyork.craigslist.org/que/atq/d/large-bag-of-marbles/6324675305.html,"<span class=""result-meta"">
                <span class=""result-price"">$25</span>


                <span class=""result-hood""> (kew gardens queens)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6324675305"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",<200 https://newyork.craigslist.org/d/antiques/search/ata>,2017-10-24 13:44,large bag of marbles
https://newyork.craigslist.org/que/atq/d/large-bag-of-marbles/6345709071.html,"<span class=""result-meta"">
                <span class=""result-price"">$25</span>


                <span class=""result-hood""> (kew gardens queens)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6345709071"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",<200 https://newyork.craigslist.org/d/antiques/search/ata>,2017-10-24 13:43,large bag of marbles
https://newyork.craigslist.org/mnh/atq/d/mid-century-art-deco-style/6359178230.html,"<span class=""result-meta"">
                <span class=""result-price"">$300</span>


                <span class=""result-hood""> (West Village)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6359178230"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",<200 https://newyork.craigslist.org/d/antiques/search/ata>,2017-10-24 13:43,"Mid Century , ART DECO STYLE PANTINGS"
https://newyork.craigslist.org/brk/atq/d/industrial-singer-sewing/6354071685.html,"<span class=""result-meta"">
                <span class=""result-price"">$450</span>


                <span class=""result-hood""> (Park Slope)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6354071685"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",<200 https://newyork.craigslist.org/d/antiques/search/ata>,2017-10-24 13:43,Industrial SINGER Sewing Machine TABLE ONLY
https://newyork.craigslist.org/que/atq/d/antique-oil-lamp-coverted-to/6330993856.html,"<span class=""result-meta"">
                <span class=""result-price"">$40</span>


                <span class=""result-hood""> (queens)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6330993856"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",<200 https://newyork.craigslist.org/d/antiques/search/ata>,2017-10-24 13:42,antique oil lamp coverted to electric!.... selling as/is needs work!!
https://newyork.craigslist.org/lgi/atd/d/stained-glass-windows-antique/6354596503.html,"<span class=""result-meta"">


                <span class=""result-hood""> (Helix, Or)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6354596503"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",<200 https://newyork.craigslist.org/d/antiques/search/ata>,2017-10-24 13:42,"Stained Glass Windows, Antique, American"
https://newyork.craigslist.org/mnh/atq/d/antique-wooden-birdcage/6359176454.html,"<span class=""result-meta"">
                <span class=""result-price"">$350</span>


                <span class=""result-hood""> (Chelsea)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6359176454"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",<200 https://newyork.craigslist.org/d/antiques/search/ata>,2017-10-24 13:42,ANTIQUE WOODEN BIRDCAGE
https://newyork.craigslist.org/que/atq/d/antique-oil-lamp-converted-to/6329678244.html,"<span class=""result-meta"">
                <span class=""result-price"">$40</span>


                <span class=""result-hood""> (kew gardens queens)</span>

                <span class=""result-tags"">
                    <span class=""maptag"" data-pid=""6329678244"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",<200 https://newyork.craigslist.org/d/antiques/search/ata>,2017-10-24 13:40,antique oil lamp converted to electric as/is
