Title,URL,Section,Time,Meta_HTML,Image
*-------VINTAGE GAME WHEEL - C. 20th Century !,https://newyork.craigslist.org/brk/atq/d/vintage-game-wheel-20th/6359876165.html,New york - Furniture,2017-11-07 20:52,"<span class=""result-meta"">
                <span class=""result-price"">$385</span>


                <span class=""result-hood""> (LAMBERTVILLE, NJ - nr. New Hope, Pennsyl)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6359876165"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>","1:00D0D_jEOqT9RWWHg,1:00d0d_3iUKqY5v1it,1:00g0g_jxKu37l0NTo,1:00l0l_iLAovR8oVJD,1:00h0h_7FwzdolgWmE,1:00Q0Q_9XPRmwQv65o"
*-------Antique Porch Balustrade - Circa 1890's ! -----------*,https://newyork.craigslist.org/mnh/atq/d/antique-porch-balustrade/6359898054.html,New york - Furniture,2017-11-07 20:52,"<span class=""result-meta"">
                <span class=""result-price"">$145</span>


                <span class=""result-hood""> (LAMBERTVILLE, NJ - nr. New Hope, Pennsyl)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6359898054"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>","1:00303_6tnyqBcStKq,1:00P0P_awiM7DRG6Q2"
* Antique Wrought Iron Dungeon Gates - c. Mid-20th Century !,https://newyork.craigslist.org/mnh/atq/d/antique-wrought-iron-dungeon/6378141260.html,New york - Furniture,2017-11-07 20:52,"<span class=""result-meta"">
                <span class=""result-price"">$350</span>


                <span class=""result-hood""> (New Jersey -)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6378141260"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>","0:00j0j_8kuiEHecDOU,0:00I0I_1QRWKv1pfvi,0:00y0y_3aDJmZ0ZHUC,0:00707_96wlwPliRLH,0:01414_2ueMfTzsBSv,0:00m0m_4xMh7QP4Reg"
*  ANTIQUE WROUGHT IRON BROOKLYN WINDOW GRILLES - C. 1890'S !  *,https://newyork.craigslist.org/brk/atq/d/antique-wrought-iron-brooklyn/6359900960.html,New york - Furniture,2017-11-07 20:51,"<span class=""result-meta"">
                <span class=""result-price"">$375</span>


                <span class=""result-hood""> (LAMBERTVILLE, NJ - nr. New Hope, Pennsyl)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6359900960"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>","1:00d0d_9chyDts4x5Q,1:00I0I_1n2w2snVbpM,1:00T0T_bePpG5acMRu"
LUCHOW'S RESTAURANT---FAMED Luchows' medallions-ashtray,https://newyork.craigslist.org/mnh/atq/d/luchows-restaurant-famed/6374037894.html,New york - Furniture,2017-11-07 20:50,"<span class=""result-meta"">


                <span class=""result-hood""> (Greenwich Village)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6374037894"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>","1:00h0h_bIOR4ViLxFH,1:00J0J_7nOHrzlxdU2,1:00303_64q0J10LK0S,1:00S0S_aEGkFJwrrBY,1:00101_lOKhJ59S2uL,1:00P0P_dCqem0wF1WT,1:00a0a_ioBstwGHs75,1:00E0E_4H8PRE3rGfy,1:00R0R_1D6mMgk8gfW,1:00u0u_gtBWHpq6h9s,1:00M0M_5Xc3g1yrx7D,1:00505_5wqcqhGLQXu,1:00e0e_jnlC9ZfI2Q5,1:00A0A_dmdBsPqLZMU,1:00C0C_lG242d2L5cJ,1:00i0i_3GwgOjEOeLY,1:00I0I_lBC4KV2Dyuj,1:00z0z_hLG6TMU4BWC,1:00s0s_3FaiRt2NKnv,1:00S0S_aEGkFJwrrBY,1:00E0E_4H8PRE3rGfy,1:00z0z_hLG6TMU4BWC,1:00I0I_lBC4KV2Dyuj,1:00h0h_bIOR4ViLxFH"
Vintage 60' s Expandable Table w/Ornate Base - Free Local Delivery,https://newyork.craigslist.org/brk/atq/d/vintage-60-expandable-table/6372590408.html,New york - Furniture,2017-11-07 20:50,"<span class=""result-meta"">
                <span class=""result-price"">$140</span>



                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6372590408"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>","1:01111_k4m3GEZiBBF,1:00101_b1B3FSNz4XE,1:00303_iUFagy6PssN,1:00A0A_79PKvHxd4a8"
Wing Back Chair Navy Leather (Camel Back) Will Accept Best Offer,https://newyork.craigslist.org/mnh/atq/d/wing-back-chair-navy-leather/6378138986.html,New york - Furniture,2017-11-07 20:49,"<span class=""result-meta"">
                <span class=""result-price"">$200</span>


                <span class=""result-hood""> (Midtown East)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6378138986"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>","1:01616_hEBsPF98Ush,1:01515_21XRnhIpcMj,1:00101_23OL1cZC4fz"
*Antique Art Deco Metal Scamp Wagon by Metalcraft - c. 1930's ! *,https://newyork.craigslist.org/brk/atq/d/antique-art-deco-metal-scamp/6371124422.html,New york - Furniture,2017-11-07 20:46,"<span class=""result-meta"">
                <span class=""result-price"">$795</span>


                <span class=""result-hood""> (NJ-W/DEL'Y AVAIL. TO NYC &amp; BEYOND !)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6371124422"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>","0:00G0G_dBsd9ZHesN9,0:00101_lpGlp9W5oXb,0:00f0f_lMhS56FSuWJ,0:00q0q_3mWIbvyXXml,0:00808_7Bbtdu9P0Tw,0:00y0y_4tYP0BcmLBf"
** ANTIQUE 19th CENTURY CAST IRON LION DOOR STOP ! **,https://newyork.craigslist.org/mnh/atq/d/antique-19th-century-cast/6356996673.html,New york - Furniture,2017-11-07 20:46,"<span class=""result-meta"">
                <span class=""result-price"">$385</span>


                <span class=""result-hood""> (LAMBERTVILLE, NJ - 65 min. to NYC)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6356996673"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>","1:00e0e_h5ZoauAv7oE,1:00303_18lnHVn6G6Z,1:00303_hfLFql8Zz8G"
ANTIQUE PAINTED YELLOW OVER MAHOGANY SIDEBOARD - C. 1940'S !,https://newyork.craigslist.org/mnh/atq/d/antique-painted-yellow-over/6356994909.html,New york - Furniture,2017-11-07 20:46,"<span class=""result-meta"">
                <span class=""result-price"">$325</span>


                <span class=""result-hood""> (NJ-W/DEL'Y AVAIL. TO NYC &amp; BEYOND !)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6356994909"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",0:00m0m_gEo6ymQAWzS
