Title,URL,Section,Time,Meta_HTML,Image
little footboard for re-use. would make great Shelf,https://newhaven.craigslist.org/fuo/d/little-footboard-for-re-use/6373851977.html,CT - Furniture,2017-11-04 16:11,"<span class=""result-meta"">
                <span class=""result-price"">$20</span>


                <span class=""result-hood""> (Dayville CT)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6373851977"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>","1:00V0V_k38ASFt6Lch,1:00606_l8SKD7klBQ8"
Mid Century Modern Dresser,https://newhaven.craigslist.org/fuo/d/mid-century-modern-dresser/6373851598.html,CT - Furniture,2017-11-04 16:10,"<span class=""result-meta"">
                <span class=""result-price"">$150</span>


                <span class=""result-hood""> (Dayville CT)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6373851598"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>","1:00I0I_1fYdJppu8fD,1:01717_2AVFzOZDLVn,1:00c0c_1VPS75Yzj6R,1:00404_aHvTeIHzq9k,1:00e0e_85R5JnynafN,1:01212_2Mg1sJeJkUr,1:01313_6WvyNBv15P8,1:00I0I_k8e8WDujTWG,1:00a0a_8ALikcYx1H3,1:01010_kJIdcJNVMTY,1:01616_77d8o7OQl1M,1:00j0j_9ULcgOaia8h,1:00r0r_9c6FwnknYCP,1:00J0J_eWKFh0SV6Dz"
KITCHEN TABLE &CHAIRS & LEAFS,https://newhaven.craigslist.org/fuo/d/kitchen-table-chairs-leafs/6373846032.html,CT - Furniture,2017-11-04 16:06,"<span class=""result-meta"">
                <span class=""result-price"">$75</span>



                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6373846032"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>","1:00R0R_93meYjznakq,1:00m0m_9U77tsVdV2P"
"Lot of Asian - modern home decor pottery natn, pier one",https://newhaven.craigslist.org/fuo/d/lot-of-asian-modern-home/6373844112.html,CT - Furniture,2017-11-04 16:05,"<span class=""result-meta"">
                <span class=""result-price"">$45</span>


                <span class=""result-hood""> (Northford)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6373844112"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>","1:00303_577cfOO3gEt,1:00i0i_bbym8NmQejQ"
Large dresser,https://newhaven.craigslist.org/fuo/d/large-dresser/6373834122.html,CT - Furniture,2017-11-04 15:58,"<span class=""result-meta"">
                <span class=""result-price"">$120</span>


                <span class=""result-hood""> (Milford)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6373834122"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>","1:00m0m_9N0e6CfQqgf,1:00808_bkrImIsqTlq,1:00a0a_483E7JnH8TC"
Ashley furniture couch make offer,https://newhaven.craigslist.org/fuo/d/ashley-furniture-couch-make/6373829800.html,CT - Furniture,2017-11-04 15:54,"<span class=""result-meta"">
                <span class=""result-price"">$1</span>


                <span class=""result-hood""> (Ansonia ct)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6373829800"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>",1:00H0H_a17h1gQ1XP3
Sofa/loveseat,https://newhaven.craigslist.org/fuo/d/sofa-loveseat/6366092788.html,CT - Furniture,2017-11-04 15:49,"<span class=""result-meta"">
                <span class=""result-price"">$350</span>



                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6366092788"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>","1:00O0O_2BbzmDvLb9R,1:00H0H_4Ryio5NXKhs"
Mauve and White Side Table,https://newhaven.craigslist.org/fuo/d/mauve-and-white-side-table/6354494142.html,CT - Furniture,2017-11-04 15:43,"<span class=""result-meta"">
                <span class=""result-price"">$50</span>



                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6354494142"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>","1:00u0u_iziJR6D3Sp,1:00b0b_kHBSx3q9Loy"
Red Farmhouse Side Table with Shelves,https://newhaven.craigslist.org/fuo/d/red-farmhouse-side-table-with/6361247645.html,CT - Furniture,2017-11-04 15:42,"<span class=""result-meta"">
                <span class=""result-price"">$65</span>



                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6361247645"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>","1:00h0h_42SrqCaFGwP,1:00f0f_hKQJmVoanxi,1:00303_18DzvBJaTNm,1:00t0t_hxQv5thXubp,1:00t0t_jky1hpYVb8g"
MURPHY BED / WALL BED,https://newhaven.craigslist.org/fuo/d/murphy-bed-wall-bed/6357852546.html,CT - Furniture,2017-11-04 15:41,"<span class=""result-meta"">
                <span class=""result-price"">$899</span>



                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6357852546"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>","1:00707_cv6zBIltVZv,1:00T0T_lzpT0wlgMeK,1:00U0U_cmR1mDNNSMH"
